Country Name,Active Personnel,Aircraft Carriers,Airports,Armored Vehicles,Attack Aircraft,Attack Helicopters,Available Manpower,Coastline (km),Corvettes,Defense Budget (USD),Destroyers,External Debt (USD),Fighter Aircraft,Fit for Service,Foreign Exchange Reserves (USD),Frigates,Helicopter Carriers,Helicopters,Labor Force,Land Area (sq km),Merchant Marine Fleet,Mine Warfare,Natural Gas Production,Oil Consumption (bbl/day),Oil Production (bbl/day),Ports,Proven Oil Reserves (bbl),Purchasing Power Parity (USD),Railway Coverage (km),Reserve Personnel,Roadway Coverage (km),Rocket Projectors,Self-Propelled Artillery,Shared Borders (km),Special Mission Aircraft,Submarines,Tanker Aircraft,Tanks,Total Aircraft,Total Naval Assets,Total Population,Towed Artillery,Trainer Aircraft,Transport Aircraft,Waterways (km),Power Index Score,Aircraft Carriers_per_capita,Attack Aircraft_per_capita,Attack Helicopters_per_capita,Fighter Aircraft_per_capita,Helicopter Carriers_per_capita,Helicopters_per_capita,Special Mission Aircraft_per_capita,Tanker Aircraft_per_capita,Tanks_per_capita,Total Aircraft_per_capita,Trainer Aircraft_per_capita,Transport Aircraft_per_capita,Equipment_Total,Personnel_Total,Military_Spending_per_Capita,Region,ISO Code,Latitude,Longitude,Power Tier
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Albania,660002.0,0.0,3.0,19.0,19,0,1522479490.0,362.0,0.0,558862420.0,0.0,7312000000.0,19,1292554416.0,6455000000.0,0.0,0.0,19,1388000.0,28748.0,67.0,0.0,50623000.0,2600.0,1400.0,3.0,150000000.0,49592000000.0,424.0,200001.0,3945.0,19.0,0,691.0,0,0.0,0,19,19,19.0,3107100.0,50,19,19,41.0,0.1059435705394206,0.0,6.115024905852755e-06,0.0,6.115024905852755e-06,0.0,6.115024905852755e-06,0.0,0.0,6.115024905852755e-06,6.115024905852755e-06,6.115024905852755e-06,6.115024905852755e-06,133.0,860003.0,179.8661903813233,Other,OTH,0.0,0.0,Developing
Gabon,480002.0,0.0,40.0,24.0,24,0,932940380.0,885.0,0.0,274820000.0,0.0,6280000000.0,24,532758217.0,1568196000.0,0.0,0.0,24,763000.0,267667.0,87.0,0.0,463000000.0,16000.0,204000.0,9.0,2000000000.0,48201000000.0,649.0,0.0,14300.0,24.0,0,3261.0,0,0.0,0,24,24,5.0,2455105.0,0,24,24,1600.0,0.2573404646531875,0.0,9.775545332869538e-06,0.0,9.775545332869538e-06,0.0,9.775545332869538e-06,0.0,0.0,9.775545332869538e-06,9.775545332869538e-06,9.775545332869538e-06,9.775545332869538e-06,168.0,480002.0,111.9381403491336,Other,OTH,0.0,0.0,Developing
Mauritania,3154007.0,0.0,25.0,24.0,24,0,1687936390.0,754.0,0.0,261250000.0,0.0,3661000000.0,24,1181555273.0,2629290500.0,0.0,0.0,24,1179000.0,1030700.0,11.0,0.0,0.0,29000.0,0.0,2.0,20000000.0,30395000000.0,728.0,6600015.0,12253.0,24.0,0,5002.0,2,0.0,0,24,24,6.0,4328040.0,75,24,24,1086.0,0.377013939711166,0.0,5.545233975371305e-06,0.0,5.545233975371305e-06,0.0,5.545233975371305e-06,4.6210283128094213e-07,0.0,5.545233975371305e-06,5.545233975371305e-06,5.545233975371305e-06,5.545233975371305e-06,170.0,9754022.0,60.36218233607306,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Moldova,850002.0,,11.0,3.0,3,0,2159717600.0,,,1710000000.0,,4565500000.0,3,1792565498.0,5453000000.0,,,3,1464000.0,33851.0,75.0,,10000.0,22000.0,0.0,0.0,0.0,38969000000.0,1171.0,6700019.0,9352.0,3.0,9,1885.0,0,,0,3,3,,3599528.0,67,3,3,558.0,0.141655578223626,,8.334423753774452e-07,0.0,8.334423753774452e-07,,8.334423753774452e-07,0.0,0.0,8.334423753774452e-07,8.334423753774452e-07,8.334423753774452e-07,8.334423753774452e-07,21.0,7550021.0,475.06215396514375,Other,OTH,0.0,0.0,Developing
Panama,0.0,0.0,76.0,38.0,38,0,2011608450.0,2490.0,0.0,917202000.0,0.0,1115532300000.0,38,1206965270.0,6757000000.0,0.0,0.0,38,2096000.0,75420.0,8174.0,0.0,0.0,146000.0,0.0,12.0,0.0,159867000000.0,77.0,0.0,11978.0,38.0,0,687.0,2,0.0,0,38,38,30.0,4470241.0,0,38,38,800.0,0.9382800404746278,0.0,8.500658353619335e-06,0.0,8.500658353619335e-06,0.0,8.500658353619335e-06,4.474030712431229e-07,0.0,8.500658353619335e-06,8.500658353619335e-06,8.500658353619335e-06,8.500658353619335e-06,268.0,0.0,205.1794958751674,Other,OTH,0.0,0.0,Developing
Laos,10000013.0,,18.0,33.0,33,0,3499565440.0,,,135000000.0,,16500000000.0,33,2521277317.0,1770000000.0,,,33,3174000.0,236800.0,1.0,,0.0,24000.0,0.0,0.0,0.0,64173000000.0,422.0,3000004.0,39568.0,33.0,40,5274.0,0,,0,33,33,,7953556.0,87,33,33,4600.0,0.4166192395356615,,4.149087005977325e-06,0.0,4.149087005977325e-06,,4.149087005977325e-06,0.0,0.0,4.149087005977325e-06,4.149087005977325e-06,4.149087005977325e-06,4.149087005977325e-06,231.0,13000017.0,16.973537751725424,Other,OTH,0.0,0.0,Developing
Luxembourg,100001.0,,3.0,1.0,1,0,154388230.0,,,726092925.0,,4730000000000.0,1,92633138.0,2977000000.0,,,1,352000.0,2586.0,147.0,,0.0,51000.0,0.0,0.0,0.0,88533000000.0,271.0,0.0,2875.0,1.0,0,327.0,0,,0,1,1,,671254.0,0,1,1,37.0,0.2489539071659242,,1.4897468175283612e-06,0.0,1.4897468175283612e-06,,1.4897468175283612e-06,0.0,0.0,1.4897468175283612e-06,1.4897468175283612e-06,1.4897468175283612e-06,1.4897468175283612e-06,7.0,100001.0,1081.694624248609,Other,OTH,0.0,0.0,Developing
Liberia,150000.0,0.0,99.0,0.0,0,0,2392390440.0,579.0,0.0,364800000.0,0.0,830923000.0,0,1913912352.0,599660000.0,0.0,0.0,0,2499000.0,111369.0,4821.0,0.0,0.0,4000.0,0.0,4.0,0.0,8884000000.0,429.0,0.0,10600.0,0.0,0,1667.0,0,0.0,0,0,0,4.0,5437249.0,0,0,0,0.0,0.5392234402350561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,67.09273989608718,Other,OTH,0.0,0.0,Developing
Montenegro,235004.0,0.0,5.0,11.0,11,0,143964240.0,294.0,0.0,148100000.0,0.0,2958500000.0,11,85179142.0,1574000000.0,0.0,0.0,11,286000.0,13812.0,18.0,0.0,0.0,8000.0,0.0,4.0,0.0,17115000000.0,250.0,0.0,7762.0,11.0,0,680.0,0,0.0,0,11,11,14.0,599849.0,12,11,11,0.0,0.0718660386693049,0.0,1.833791781278653e-05,0.0,1.833791781278653e-05,0.0,1.833791781278653e-05,0.0,0.0,1.833791781278653e-05,1.833791781278653e-05,1.833791781278653e-05,1.833791781278653e-05,77.0,235004.0,246.89505709760772,Other,OTH,0.0,0.0,Developing
Benin,475000.0,0.0,10.0,5.0,5,0,5584880380.0,121.0,0.0,98350000.0,0.0,4066500000.0,5,3189260217.0,698900000.0,0.0,0.0,5,4964000.0,112622.0,6.0,0.0,0.0,46000.0,0.0,1.0,8000000.0,52510000000.0,438.0,0.0,16000.0,5.0,0,2123.0,0,0.0,0,5,5,2.0,14697052.0,16,5,5,150.0,0.1516108016691292,0.0,3.40204257275251e-07,0.0,3.40204257275251e-07,0.0,3.40204257275251e-07,0.0,0.0,3.40204257275251e-07,3.40204257275251e-07,3.40204257275251e-07,3.40204257275251e-07,35.0,475000.0,6.691817740604188,Other,OTH,0.0,0.0,Developing
Somalia,1500001.0,0.0,38.0,0.0,0,0,2993973230.0,3025.0,0.0,171002350.0,0.0,5830000000.0,0,1796384138.0,16747500.0,0.0,0.0,0,3277000.0,637657.0,4.0,0.0,0.0,6000.0,0.0,6.0,0.0,26351000000.0,0.0,0.0,15000.0,0.0,0,2385.0,0,0.0,0,0,0,10.0,13017273.0,0,0,0,0.0,0.2127842131763095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500001.0,13.136571451134854,Other,OTH,0.0,0.0,Developing
Suriname,200003.0,0.0,55.0,3.0,3,0,142287220.0,386.0,0.0,144000000.0,0.0,2200000000.0,3,84079130.0,1346000000.0,0.0,0.0,3,250000.0,163820.0,13.0,0.0,7109000.0,15000.0,14000.0,4.0,89000000.0,11824000000.0,0.0,0.0,4304.0,3.0,0,1907.0,0,0.0,0,3,3,17.0,646758.0,0,3,3,1200.0,0.1467267413918991,0.0,4.638512954593596e-06,0.0,4.638512954593596e-06,0.0,4.638512954593596e-06,0.0,0.0,4.638512954593596e-06,4.638512954593596e-06,4.638512954593596e-06,4.638512954593596e-06,21.0,200003.0,222.64862182049265,Other,OTH,0.0,0.0,Developing
Sierra Leone,1300001.0,0.0,8.0,1.0,1,0,2006631220.0,402.0,0.0,228600000.0,0.0,2687000000.0,1,1203978132.0,495699000.0,0.0,0.0,1,2913000.0,71740.0,584.0,0.0,0.0,9000.0,0.0,3.0,0.0,14633000000.0,0.0,0.0,11701.0,1.0,0,1093.0,0,0.0,0,1,1,7.0,9121049.0,0,1,1,800.0,0.1510134545526713,0.0,1.0963650018364115e-07,0.0,1.0963650018364115e-07,0.0,1.0963650018364115e-07,0.0,0.0,1.0963650018364115e-07,1.0963650018364115e-07,1.0963650018364115e-07,1.0963650018364115e-07,7.0,1300001.0,25.062903941980363,Other,OTH,0.0,0.0,Developing
Central African Republic,1000002.0,,43.0,6.0,6,0,2203873390.0,,,45990000.0,,666293000.0,6,1254512222.0,374405000.0,,,6,2114000.0,622984.0,0.0,,0.0,2000.0,0.0,0.0,0.0,5849000000.0,0.0,0.0,24000.0,6.0,0,5920.0,0,,0,6,6,,5650957.0,0,6,6,2800.0,0.3528651888823574,,1.0617668720949615e-06,0.0,1.0617668720949615e-06,,1.0617668720949615e-06,0.0,0.0,1.0617668720949615e-06,1.0617668720949615e-06,1.0617668720949615e-06,1.0617668720949615e-06,42.0,1000002.0,8.138443074607881,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
